city,year,crime_original,crime_name,crime_section,incidences,rate
Delhi City,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),13,0.1
Delhi City,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",522,3.2
Delhi City,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",1483,9.1
Dhanbad,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),1,0.1
Dhanbad,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",8,0.7
Dhanbad,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",67,5.6
Durg-Bhilainagar,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Durg-Bhilainagar,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",26,2.4
Durg-Bhilainagar,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",333,31.3
Faridabad,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),16,1.1
Faridabad,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",34,2.4
Faridabad,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",347,24.7
Ghaziabad,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),11,0.5
Ghaziabad,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",63,2.7
Ghaziabad,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",160,6.8
Gwalior,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),14,1.3
Gwalior,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",155,14.1
Gwalior,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",610,55.4
Hyderabad,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Hyderabad,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",57,0.7
Hyderabad,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",647,8.3
Indore,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),2,0.1
Indore,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",254,11.7
Indore,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",1043,48.1
Jabalpur,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),5,0.4
Jabalpur,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",72,5.7
Jabalpur,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",400,31.5
Jaipur,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),3,0.1
Jaipur,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",257,8.4
Jaipur,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",975,31.7
Jamshedpur,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),3,0.2
Jamshedpur,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",30,2.2
Jamshedpur,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",131,9.8
Jodhpur,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Jodhpur,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",39,3.4
Jodhpur,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",174,15.3
Kannur,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),4,0.2
Kannur,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",31,1.9
Kannur,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",59,3.6
Kanpur,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),1,0
Kanpur,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",89,3
Kanpur,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",165,5.7
Kochi,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),37,1.7
Kochi,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",25,1.2
Kochi,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",90,4.2
Kolkata,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),20,0.1
Kolkata,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",44,0.3
Kolkata,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",96,0.7
Kollam,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),27,2.4
Kollam,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",62,5.6
Kollam,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",132,11.9
Kota,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),7,0.7
Kota,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",27,2.7
Kota,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",86,8.6
Kozhikode,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),18,0.9
Kozhikode,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",65,3.2
Kozhikode,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",92,4.5
Lucknow,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Lucknow,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",43,1.5
Lucknow,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",399,13.8
Ludhiana,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),21,1.3
Ludhiana,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",19,1.2
Ludhiana,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",196,12.1
Madurai,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Madurai,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",79,5.4
Madurai,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",68,4.7
Malappuram,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Malappuram,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",8,0.5
Malappuram,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",38,2.2
Meerut,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),2,0.1
Meerut,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",133,9.3
Meerut,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",173,12.1
Mumbai,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),29,0.2
Mumbai,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",1131,6.1
Mumbai,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",2500,13.6
Nagpur,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),29,1.2
Nagpur,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",491,19.7
Nagpur,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",883,35.3
Nasik,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),13,0.8
Nasik,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",163,10.4
Nasik,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",356,22.8
Patna,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Patna,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",88,4.3
Patna,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",469,22.9
Pune,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),50,1
Pune,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",731,14.5
Pune,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",1019,20.2
Raipur,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),1,0.1
Raipur,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",33,2.9
Raipur,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",391,34.8
Rajkot,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Rajkot,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",43,3.1
Rajkot,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",198,14.2
Ranchi,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),1,0.1
Ranchi,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",71,6.3
Ranchi,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",162,14.4
Srinagar,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Srinagar,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",18,1.4
Srinagar,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",251,19.7
Surat,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),4,0.1
Surat,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",68,1.5
Surat,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",333,7.3
Thiruvananthapuram,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),106,6.3
Thiruvananthapuram,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",101,6
Thiruvananthapuram,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",154,9.1
Thrissur,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),4,0.2
Thrissur,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",28,1.5
Thrissur,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",55,3
Tiruchirappalli,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Tiruchirappalli,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",56,5.5
Tiruchirappalli,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",42,4.1
Vadodara,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Vadodara,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",112,6.2
Vadodara,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",333,18.3
Varanasi,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Varanasi,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",11,0.8
Varanasi,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",73,5.1
Vasai-Virar,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),5,0.4
Vasai-Virar,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",144,11.8
Vasai-Virar,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",461,37.8
Vijayawada,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Vijayawada,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",60,4
Vijayawada,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",221,14.8
Vishakhapatnam,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Vishakhapatnam,2012,"Robbery (Sec. 392-394,397,398 IPC)",Robbery,"(Sec. 392-394,397,398 IPC)",27,1.6
Vishakhapatnam,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",Burglary,"(Sec. 449-452,454,455,457-460 IPC)",366,21.2
Agra,2012,Total theft,Theft,,3070,175.8
Agra,2012,Auto theft,Auto theft,,2504,143.4
Agra,2012,Other theft,Other theft,,566,32.4
Agra,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",227,13
Ahmedabad,2012,Total theft,Theft,,3622,57
Ahmedabad,2012,Auto theft,Auto theft,,2252,35.5
Ahmedabad,2012,Other theft,Other theft,,1370,21.6
Ahmedabad,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",159,2.5
Allahabad,2012,Total theft,Theft,,914,75.1
Allahabad,2012,Auto theft,Auto theft,,732,60.1
Allahabad,2012,Other theft,Other theft,,182,15
Allahabad,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",39,3.2
Amritsar,2012,Total theft,Theft,,416,35.1
Amritsar,2012,Auto theft,Auto theft,,149,12.6
Amritsar,2012,Other theft,Other theft,,267,22.6
Amritsar,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",0,0
Asansol,2012,Total theft,Theft,,947,76.2
Asansol,2012,Auto theft,Auto theft,,254,20.4
Asansol,2012,Other theft,Other theft,,693,55.8
Asansol,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",212,17.1
Aurangabad,2012,Total theft,Theft,,822,69.1
Aurangabad,2012,Auto theft,Auto theft,,419,35.2
Aurangabad,2012,Other theft,Other theft,,403,33.9
Aurangabad,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",168,14.1
Bengaluru,2012,Total theft,Theft,,9826,115.6
Bengaluru,2012,Auto theft,Auto theft,,5090,59.9
Bengaluru,2012,Other theft,Other theft,,4736,55.7
Bengaluru,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",551,6.5
Bhopal,2012,Total theft,Theft,,2370,125.9
Bhopal,2012,Auto theft,Auto theft,,1581,84
Bhopal,2012,Other theft,Other theft,,789,41.9
Bhopal,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",80,4.2
Chandigarh City,2012,Total theft,Theft,,1437,140.1
Chandigarh City,2012,Auto theft,Auto theft,,836,81.5
Chandigarh City,2012,Other theft,Other theft,,601,58.6
Chandigarh City,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",47,4.6
Chennai,2012,Total theft,Theft,,2169,24.9
Chennai,2012,Auto theft,Auto theft,,263,3
Chennai,2012,Other theft,Other theft,,1906,21.9
Chennai,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",95,1.1
Coimbatore,2012,Total theft,Theft,,544,25.3
Coimbatore,2012,Auto theft,Auto theft,,205,9.5
Coimbatore,2012,Other theft,Other theft,,339,15.8
Coimbatore,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",16,0.7
Delhi City,2012,Total theft,Theft,,20218,123.9
Delhi City,2012,Auto theft,Auto theft,,13196,80.9
Delhi City,2012,Other theft,Other theft,,7022,43
Delhi City,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",72,0.4
Dhanbad,2012,Total theft,Theft,,337,28.2
Dhanbad,2012,Auto theft,Auto theft,,189,15.8
Dhanbad,2012,Other theft,Other theft,,148,12.4
Dhanbad,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",61,5.1
Durg-Bhilainagar,2012,Total theft,Theft,,726,68.2
Durg-Bhilainagar,2012,Auto theft,Auto theft,,339,31.9
Durg-Bhilainagar,2012,Other theft,Other theft,,387,36.4
Durg-Bhilainagar,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",21,2
Faridabad,2012,Total theft,Theft,,1819,129.5
Faridabad,2012,Auto theft,Auto theft,,1495,106.4
Faridabad,2012,Other theft,Other theft,,324,23.1
Faridabad,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",188,13.4
Ghaziabad,2012,Total theft,Theft,,2177,92.3
Ghaziabad,2012,Auto theft,Auto theft,,1753,74.3
Ghaziabad,2012,Other theft,Other theft,,424,18
Ghaziabad,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",32,1.4
Gwalior,2012,Total theft,Theft,,1985,180.1
Gwalior,2012,Auto theft,Auto theft,,1551,140.7
Gwalior,2012,Other theft,Other theft,,434,39.4
Gwalior,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",60,5.4
Hyderabad,2012,Total theft,Theft,,3694,47.7
Hyderabad,2012,Auto theft,Auto theft,,1370,17.7
Hyderabad,2012,Other theft,Other theft,,2324,30
Hyderabad,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",354,4.6
Indore,2012,Total theft,Theft,,3905,180.2
Indore,2012,Auto theft,Auto theft,,2672,123.3
Indore,2012,Other theft,Other theft,,1233,56.9
Indore,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",52,2.4
Jabalpur,2012,Total theft,Theft,,625,49.3
Jabalpur,2012,Auto theft,Auto theft,,453,35.7
Jabalpur,2012,Other theft,Other theft,,172,13.6
Jabalpur,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",25,2
Jaipur,2012,Total theft,Theft,,5292,172.2
Jaipur,2012,Auto theft,Auto theft,,4121,134.1
Jaipur,2012,Other theft,Other theft,,1171,38.1
Jaipur,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",71,2.3
Jamshedpur,2012,Total theft,Theft,,831,62.2
Jamshedpur,2012,Auto theft,Auto theft,,380,28.4
Jamshedpur,2012,Other theft,Other theft,,451,33.7
Jamshedpur,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",95,7.1
Jodhpur,2012,Total theft,Theft,,1043,91.7
Jodhpur,2012,Auto theft,Auto theft,,717,63
Jodhpur,2012,Other theft,Other theft,,326,28.6
Jodhpur,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",0,0
Kannur,2012,Total theft,Theft,,72,4.4
Kannur,2012,Auto theft,Auto theft,,24,1.5
Kannur,2012,Other theft,Other theft,,48,2.9
Kannur,2012,"Riots (Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",Riots,"(Sec.143-145,147-151,153,153A,153B,157,
158,160 IPC)",412,25.1
